1691	1290	4
1647	1485	3
1468	1267	3
2069	1868	6
2414	1728	2
2170	1973	6
1692	1661	1
1787	1311	4
1599	1585	1
1640	1238	4
1784	1335	4
2232	1972	6
2209	1940	6
1534	1385	3
1429	1655	5
2240	1990	6
1482	1145	4
2199	1624	2
2451	1839	2
2361	1747	2
2241	1988	6
1424	1233	3
2251	1990	6
2289	2034	6
1419	1661	5
1856	1838	1
2120	1864	6
2295	1993	6
1569	1528	1
1533	1138	4
1497	1382	3
1948	1454	4
1499	1130	4
1602	1214	4
2286	1625	2
1727	1679	1
1292	1545	5
2222	1962	6
2220	1640	2
2192	1575	2
1562	1455	3
1653	1400	3
2299	2053	6
2145	1584	2
1431	1354	3
1595	1172	4
1806	1353	4
1599	1394	3
1402	1641	5
1463	1427	1
2223	1712	2
1573	1407	3
1543	1783	5
2348	1857	2
1853	1805	1
2095	1897	6
1697	1663	1
1577	1198	4
2345	1717	2
1780	1330	4
1620	1271	4
1628	1588	1
1561	1313	3
1461	1336	3
2450	1783	2
1945	1888	1
1677	1649	1
1824	1354	4
1603	1568	1
2451	1839	2
2238	1983	6
2043	1821	6
2129	1930	6
2344	1663	2
2222	1598	2
2416	1729	2
1483	1258	3
1719	1277	4
1500	1312	3
1312	1563	5
1460	1127	4
1515	1140	4
1685	1655	1
1454	1696	5
1701	1279	4
2323	1768	2
1740	1518	3
2312	2053	6
1683	1417	3
1600	1365	3
1769	1277	4
1606	1214	4
1771	1735	1
1685	1259	4
1146	1422	5
2113	1883	6
1313	1587	5
1717	1675	1
2291	1675	2
1320	1127	3
1477	1120	4
1671	1629	1
1551	1397	3
2366	1730	2
2259	1971	6
2267	2018	6
1280	1504	5
1761	1329	4
1679	1644	1
2181	1931	6
2145	1902	6
2319	2041	6
1610	1570	1
1465	1711	5
1823	1778	1
2193	1943	6
1634	1247	4
2124	1868	6
1557	1346	3
1748	1329	4
1509	1756	5
2454	1979	2
1766	1347	4
1325	1546	5
1692	1276	4
1488	1240	3
1622	1244	4
2280	1996	6
2156	1916	6
1335	1586	5
1283	1524	5
2291	2027	6
1683	1646	1
1743	1705	1
1313	1574	5
1705	1318	4
1684	1641	1
1603	1229	4
1672	1291	4
2286	1771	2
2579	1975	2
2133	1608	2
1706	1261	4
1742	1711	1
1329	1566	5
2127	1959	6
1293	1575	5
2480	1872	2
1874	1623	3
1642	1240	4
1695	1442	3
1713	1284	4
1497	1761	5
2395	1793	2
2385	1736	2
1518	1761	5
1554	1836	5
1663	1647	1
1854	1390	4
1711	1688	1
1655	1235	4
2233	1609	2
1325	1596	5
1702	1668	1
2134	1911	6
1472	1282	3
1570	1532	1
1506	1349	3
1789	1760	1
1391	1646	5
1597	1440	3
1518	1351	3
1669	1633	1
2151	1664	2
1541	1176	4
1691	1661	1
1677	1535	3
2188	1939	6
1622	1432	3
2520	1964	2
1216	1465	5
1572	1195	4
1506	1133	4
1689	1642	1
1688	1459	3
1542	1332	3
1577	1396	3
2340	1779	2
2122	1493	2
1765	1731	1
1499	1781	5
1811	1754	1
2177	1674	2
1529	1327	3
1730	1698	1
1718	1687	1
2349	1638	2
1465	1685	5
2196	1562	2
1451	1683	5
1562	1416	3
1779	1332	4
1980	1457	4
2243	1711	2
1660	1449	3
1378	1625	5
1629	1199	4
1429	1126	4
1780	1729	1
2070	1858	6
2137	1903	6
2213	1613	2
1606	1434	3
2222	1967	6
1314	1127	3
1548	1292	3
1323	1581	5
1818	1783	1
2249	1992	6
1612	1592	1
1573	1530	1
1700	1538	3
2156	1550	2
1596	1216	4
1704	1671	1
1736	1291	4
1495	1138	4
1411	1663	5
2328	1655	2
2550	1875	2
1632	1264	4
2228	1676	2
1714	1437	3
1609	1583	1
1976	1431	4
2222	1972	6
2110	1880	6
2107	1871	6
1815	1330	4
1856	1382	4
1484	1710	5
1359	1633	5
1513	1503	1
1497	1254	3
1769	1728	1
1751	1311	4
1717	1291	4
1506	1339	3
2330	2037	6
2180	1939	6
1621	1579	1
1789	1334	4
1631	1438	3
1335	1580	5
2272	1981	6
1270	1518	5
1688	1669	1
2182	1952	6
1721	1681	1
1534	1323	3
1679	1510	3
1338	1582	5
2342	1799	2
2249	1727	2
2104	1863	6
1646	1617	1
2567	2066	2
1548	1364	3
2444	1742	2
2599	1958	2
1864	1827	1
1151	1429	5
2111	1515	2
1871	1358	4
1605	1383	3
1715	1676	1
2287	1730	2
1318	1567	5
1573	1402	3
1816	1793	1
2245	1977	6
1405	1079	4
1684	1271	4
2225	1977	6
2165	1893	6
2147	1936	6
1568	1357	3
2248	1724	2
1759	1559	3
1406	1647	5
1686	1250	4
1391	1215	3
1436	1094	4
1790	1351	4
2115	1904	6
1615	1207	4
1616	1394	3
2299	1995	6
1340	1624	5
1650	1475	3
1647	1470	3
2308	2028	6
2085	1840	6
1889	1856	1
2239	1977	6
1730	1580	3
1593	1315	3
2212	1655	2
1745	1289	4
2319	1715	2
2450	1802	2
2330	1794	2
1663	1276	4
1687	1668	1
2474	1808	2
1455	1683	5
1401	1303	3
2243	1985	6
1321	1619	5
1752	1711	1
1496	1237	3
1522	1152	4
2318	2043	6
2213	1988	6
1761	1727	1
2295	2041	6
1354	1632	5
1799	1351	4
2076	1864	6
1705	1534	3
1587	1865	5
1431	1670	5
1426	1681	5
1672	1282	4
1687	1258	4
2067	1814	6
2419	1804	2
1487	1755	5
1437	1682	5
1772	1727	1
2231	1965	6
1748	1716	1
1597	1576	1
1489	1339	3
2299	2030	6
2216	1948	6
1662	1256	4
1596	1820	5
2245	1611	2
1869	1392	4
1811	1767	1
2290	1683	2
2183	1946	6
2341	2068	6
1399	1682	5
1538	1335	3
2160	1915	6
2554	1870	2
1702	1275	4
1602	1224	4
1744	1689	1
1479	1749	5
2451	1871	2
2368	2053	6
2131	1907	6
1487	1735	5
1346	1579	5
2413	1775	2
1582	1549	1
1784	1590	3
1830	1602	3
2170	1914	6
1337	1587	5
2277	2014	6
1279	1534	5
1485	1724	5
1413	1296	3
2198	1984	6
2421	2076	6
1454	1298	3
2273	2033	6
1482	1738	5
1615	1217	4
1647	1266	4
2384	2096	6
1810	1549	3
1703	1664	1
1833	1809	1
1365	1605	5
1596	1208	4
2317	1787	2
1664	1395	3
1619	1242	4
1448	1719	5
1794	1744	1
1595	1199	4
1790	1350	4
1276	1523	5
2242	1630	2
1578	1546	1
1449	1712	5
1726	1527	3
1850	1792	1
1492	1274	3
1087	1344	5
1554	1330	3
2485	1837	2
1319	1602	5
1636	1608	1
1665	1639	1
1655	1619	1
1511	1746	5
1517	1363	3
2372	1789	2
1632	1601	1
2172	1497	2
1726	1689	1
2345	2071	6
1977	1923	1
1527	1788	5
1715	1247	4
1618	1574	1
2417	1743	2
1534	1342	3
1408	1242	3
2392	1806	2
1457	1153	4
1472	1451	1
1782	1734	1
1653	1298	4
2234	1596	2
1314	1525	5
2485	1874	2
1175	1429	5
2181	1935	6
1604	1359	3
2446	1838	2
1365	1630	5
1533	1496	1
1613	1204	4
2426	2106	6
2311	1732	2
1552	1797	5
1693	1460	3
2065	1845	6
1433	1681	5
1886	1842	1
2343	2029	6
2175	1563	2
2336	2017	6
1621	1383	3
1701	1658	1
2265	1993	6
1757	1317	4
2338	1731	2
2039	1850	6
2298	1728	2
2250	1706	2
1732	1287	4
1683	1237	4
1699	1478	3
1507	1775	5
1674	1297	4
1771	1301	4
1796	1735	1
2214	1963	6
1893	1856	1
1430	1664	5
1527	1154	4
2424	1819	2
2249	2007	6
2147	1903	6
1660	1462	3
2232	1927	6
1403	1294	3
1389	1209	3
1231	1483	5
2424	1732	2
1655	1465	3
1548	1783	5
2228	1734	2
1533	1303	3
1726	1692	1
2282	1989	6
1831	1359	4
1784	1742	1
1581	1191	4
1848	1806	1
1622	1398	3
2347	2089	6
1693	1246	4
1809	1530	3
1486	1150	4
2205	1955	6
2191	1615	2
2126	1869	6
2264	1698	2
1609	1214	4
1728	1674	1
1584	1372	3
2291	2016	6
1364	1291	3
1482	1752	5
1669	1518	3
1889	1853	1
1533	1320	3
2501	1816	2
2149	1933	6
1291	1572	5
2031	1810	6
1672	1263	4
1970	1788	6
2327	2057	6
1484	1254	3
1751	1296	4
2163	1668	2
1629	1424	3
1672	1634	1
1356	1612	5
1365	1226	3
1593	1395	3
1546	1349	3
2143	1940	6
2267	1685	2
1620	1221	4
2216	1736	2
2380	1798	2
1348	1612	5
1901	1406	4
1454	1297	3
2291	1702	2
1675	1620	1
1566	1524	1
1201	1477	5
1168	1418	5
1503	1763	5
1599	1218	4
1628	1589	1
1427	1737	5
1664	1619	1
2168	1881	6
2214	1973	6
2290	2025	6
1619	1383	3
1531	1186	4
1699	1675	1
2147	1944	6
1344	1602	5
2315	1650	2
1432	1097	4
2214	1700	2
1654	1253	4
2309	2016	6
2256	1719	2
1893	1835	1
1709	1659	1
1365	1305	3
2179	1954	6
1707	1677	1
1605	1379	3
1295	1209	3
1389	1677	5
1686	1266	4
1849	1368	4
1734	1316	4
1913	1419	4
1871	1836	1
1695	1486	3
2304	1681	2
1818	1602	3
1914	1409	4
1475	1757	5
1188	1420	5
2140	1654	2
2253	1988	6
1771	1338	4
1719	1687	1
1503	1135	4
2304	2006	6
1736	1285	4
2175	1934	6
2140	1903	6
2131	1880	6
1668	1640	1
1510	1372	3
2453	1923	2
2316	2013	6
1479	1704	5
2185	1951	6
1775	1321	4
2240	1675	2
1584	1558	1
1863	1602	3
1475	1110	4
1438	1671	5
2107	1876	6
1534	1523	1
1529	1399	3
2318	2056	6
1719	1254	4
1150	1401	5
2281	2000	6
1658	1249	4
1496	1742	5
2328	1694	2
1369	1605	5
2206	1533	2
1431	1682	5
1575	1368	3
1255	1527	5
1320	1610	5
2213	2004	6
2271	1708	2
2175	1937	6
1559	1538	1
1800	1619	3
2153	1455	2
2132	1919	6
1765	1352	4
1454	1706	5
1527	1322	3
2274	1766	2
1705	1662	1
1709	1669	1
1517	1356	3
1393	1647	5
1685	1526	3
1440	1702	5
1586	1155	4
1570	1374	3
1365	1222	3
1635	1427	3
2285	1652	2
1667	1244	4
2293	2009	6
1825	1318	4
1364	1617	5
2265	2007	6
1624	1571	1
1615	1202	4
1662	1408	3
2017	1817	6
1716	1275	4
1455	1283	3
1678	1640	1
1747	1706	1
1391	1661	5
2428	2117	6
1556	1309	3
2498	1906	2
1821	1779	1
1298	1553	5
1795	1757	1
1676	1264	4
1790	1319	4
2239	1618	2
2284	2029	6
1826	1551	3
1389	1259	3
1504	1728	5
1464	1712	5
1604	1440	3
2146	1684	2
1473	1738	5
1633	1227	4
1405	1702	5
2256	2008	6
1322	1591	5
2107	1546	2
1612	1400	3
2318	2037	6
2335	1648	2
1291	1555	5
1761	1316	4
2339	1679	2
1306	1579	5
1617	1572	1
2354	1866	2
2477	2006	2
2233	1654	2
2445	1867	2
2246	1724	2
2317	2033	6
1701	1496	3
1657	1464	3
1382	1629	5
1565	1350	3
