2.000000	2.000000	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	2.000000	1.000000	2.000000	0.000000	1.000000	2.000000	1.000000	3.000000	3.000000	2.000000	1.000000	1.000000	2.000000	3.000000	2.000000	1.000000	3.000000	3.000000	3.000000	2.000000	3.000000	2.000000	1.000000	1
4.000000	4.000000	4.000000	4.000000	4.000000	0.000000	0.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	0.000000	4.000000	4.000000	4.000000	4.000000	3.000000	2.000000	1.000000	1.000000	0.000000	2.000000	2.000000	1.000000	2.000000	0.000000	1.000000	1.000000	0.000000	4.000000	2.000000	3.000000	0.000000	2.000000	3.000000	4.000000	2.000000	4.000000	2.000000	2.000000	3.000000	4.000000	2.000000	2.000000	2.000000	3.000000	4.000000	4.000000	4.000000	4.000000	2.000000	2.000000	1
2.000000	2.000000	2.000000	2.000000	1.000000	3.000000	2.000000	1.000000	1.000000	2.000000	3.000000	4.000000	2.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	2.000000	1.000000	0.000000	1.000000	2.000000	2.000000	2.000000	2.000000	2.000000	3.000000	2.000000	3.000000	3.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	3.000000	3.000000	3.000000	3.000000	2.000000	3.000000	2.000000	3.000000	2.000000	3.000000	1.000000	1.000000	1.000000	2.000000	2.000000	2.000000	1
3.000000	2.000000	3.000000	2.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	4.000000	3.000000	3.000000	4.000000	3.000000	3.000000	3.000000	3.000000	3.000000	4.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	3.000000	2.000000	3.000000	2.000000	2.000000	1.000000	1.000000	3.000000	3.000000	4.000000	4.000000	2.000000	2.000000	3.000000	2.000000	3.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	2.000000	2.000000	2.000000	1
2.000000	2.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	0.000000	2.000000	3.000000	0.000000	2.000000	2.000000	1.000000	2.000000	3.000000	2.000000	2.000000	2.000000	1.000000	0.000000	1
0.000000	0.000000	1.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	1.000000	0.000000	2.000000	1.000000	0.000000	2.000000	0.000000	2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	0.000000	2.000000	2.000000	1.000000	2.000000	3.000000	0.000000	2.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	0.000000	1
3.000000	3.000000	3.000000	2.000000	1.000000	3.000000	4.000000	3.000000	2.000000	2.000000	2.000000	2.000000	2.000000	3.000000	2.000000	3.000000	3.000000	3.000000	3.000000	2.000000	3.000000	3.000000	3.000000	3.000000	2.000000	3.000000	3.000000	2.000000	2.000000	2.000000	1.000000	2.000000	2.000000	1.000000	1.000000	2.000000	3.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	4.000000	3.000000	3.000000	2.000000	3.000000	2.000000	3.000000	3.000000	2.000000	2.000000	2.000000	1
2.000000	1.000000	2.000000	2.000000	2.000000	1.000000	0.000000	3.000000	3.000000	2.000000	4.000000	3.000000	2.000000	3.000000	4.000000	3.000000	2.000000	3.000000	2.000000	1.000000	2.000000	1.000000	1.000000	2.000000	3.000000	3.000000	2.000000	2.000000	2.000000	3.000000	1.000000	1.000000	0.000000	2.000000	2.000000	1.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	2.000000	0.000000	0.000000	1.000000	2.000000	2.000000	2.000000	1.000000	1.000000	1.000000	0.000000	1
2.000000	2.000000	1.000000	0.000000	0.000000	4.000000	1.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	2.000000	2.000000	2.000000	3.000000	2.000000	3.000000	2.000000	3.000000	2.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1
1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	0.000000	2.000000	2.000000	2.000000	3.000000	0.000000	0.000000	2.000000	1.000000	0.000000	1.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	2.000000	2.000000	1.000000	2.000000	3.000000	2.000000	2.000000	2.000000	0.000000	2.000000	2.000000	2.000000	2.000000	4.000000	3.000000	3.000000	1
4.000000	4.000000	4.000000	3.000000	4.000000	0.000000	0.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	1
4.000000	4.000000	4.000000	3.000000	4.000000	0.000000	0.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	1
3.000000	4.000000	3.000000	4.000000	3.000000	0.000000	1.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	1
3.000000	4.000000	3.000000	4.000000	3.000000	0.000000	1.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	1
